n,"banjoes","banjo"
n,"barklice","barklouse"
n,"barramundies","barramundi"
n,"bases","base"
n,"bases","basis"
n,"bases-on-balls","base_on_balls"
n,"bases_on_balls","base_on_balls"
n,"basidia","basidium"
n,"basileis","basileus"
n,"bassi","basso"
n,"bastinadoes","bastinado"
n,"bateaux","bateau"
n,"batfishes","batfish"
n,"beadsmen","beadsman"
n,"beadsmen","bedesman"
n,"beaux","beau"
n,"beches-de-mer","beche-de-mer"
n,"beeves","beef"
n,"behooves","behoof"
n,"bersaglieri","bersagliere"
n,"bhishties","bheesty"
n,"bhishties","bhishti"
n,"bibliothecae","bibliotheca"
n,"bicennaries","bicentenary"
n,"bicennaries","bicentennial"
n,"bijoux","bijou"
n,"bilboes","bilbo"
n,"billets-doux","billet-doux"
n,"billfishes","billfish"
n,"bimboes","bimbo"
n,"bisectrices","bisectrix"
n,"blackfeet","blackfoot"
n,"blackfishes","blackfish"
n,"blastemata","blastema"
n,"blastulae","blastula"
n,"blindfishes","blindfish"
n,"blowfishes","blowfish"
n,"bluefishes","bluefish"
n,"boarfishes","boarfish"
n,"bok","boschbok"
n,"boleti","boletus"
n,"bolivares","bolivar"
n,"bolsheviki","bolshevik"
n,"bonefishes","bonefish"
n,"bongoes","bongo"
n,"bonitoes","bonito"
n,"booklice","booklouse"
n,"bookshelves","bookshelf"
n,"boraces","borax"
n,"borborygmi","borborygmus"
n,"bordereaux","bordereau"
n,"botargoes","botargo"
n,"box-kodaks","box_kodak"
n,"boxfishes","boxfish"
n,"brachia","brachium"
n,"brainchildren","brainchild"
n,"branchiae","branchia"
n,"brants","brant"
n,"brants","brent"
n,"bravadoes","bravado"
n,"bravoes","bravo"
n,"bregmata","bregma"
n,"brethren","brother"
n,"broadcast_media","broadcast_medium"
n,"broadleaves","broadleaf"
n,"bronchi","bronchus"
n,"brothers-in-law","brother-in-law"
n,"bryozoa","bryozoan"
n,"buboes","bubo"
n,"buckoes","bucko"
n,"buckteeth","bucktooth"
n,"buffaloes","buffalo"
n,"bullae","bulla"
n,"bunde","bund"
n,"bureaux","bureau"
n,"bureaux_de_change","bureau_de_change"
n,"bursae","bursa"
n,"bushbok","boschbok"
n,"bushboks","boschbok"
n,"busses","bus"
n,"butterfishes","butterfish"
n,"byssi","byssus"
n,"cacti","cactus"
n,"caducei","caduceus"
n,"caeca","caecum"
n,"caesurae","caesura"
n,"calami","calamus"
n,"calathi","calathus"
n,"calcanei","calcaneum"
n,"calcanei","calcaneus"
n,"calces","calx"
n,"calculi","calculus"
n,"caldaria","caldarium"
n,"calices","calix"
n,"calicoes","calico"
n,"calli","callus"
n,"calves","calf"
n,"calyces","calyx"
n,"cambia","cambium"
n,"camerae","camera"
n,"canaliculi","canaliculus"
n,"candelabra","candelabrum"
n,"candlefishes","candlefish"
n,"canthi","canthus"
n,"canulae","canula"
n,"canzoni","canzone"
n,"capita","caput"
n,"capitula","capitulum"
n,"capricci","capriccio"
n,"carabinieri","carabiniere"
n,"carbonadoes","carbonado"
n,"carcinomata","carcinoma"
n,"cargoes","cargo"
n,"carides","caryatid"
n,"carinae","carina"
n,"caroli","carolus"
n,"carpi","carpus"
n,"carpogonia","carpogonium"
n,"carryings-on","carrying-on"
n,"caryopses","caryopsis"
n,"caryopsides","caryopsis"
n,"castrati","castrato"
n,"catabases","catabasis"
n,"cataclases","cataclasis"
n,"cataloes","catalo"
n,"catalyses","catalysis"
n,"catenae","catena"
n,"catfishes","catfish"
n,"cathari","cathar"
n,"cathexes","cathexis"
n,"cattaloes","cattalo"
n,"caudices","caudex"
n,"caules","caulis"
n,"cavatine","cavatina"
n,"cavefishes","cavefish"
n,"cavetti","cavetto"
n,"cavo-rilievi","cavo-rilievo"
n,"ceca","cecum"
n,"cellae","cella"
n,"cembali","cembalo"
n,"centesimi","centesimo"
n,"centra","centrum"
n,"cephalothoraces","cephalothorax"
n,"cercariae","cercaria"
n,"cercariiae","cercaria"
n,"cerci","cercus"
n,"cerebella","cerebellum"
n,"cerebra","cerebrum"
n,"cervices","cervix"
n,"cestuses","caestus"
n,"cesurae","cesura"
n,"chadarim","cheder"
n,"chaetae","chaeta"
n,"chaises_longues","chaise_longue"
n,"chalazae","chalaza"
n,"challoth","hallah"
n,"chalutzim","chalutz"
n,"chapaties","chapati"
n,"chapatties","chapatti"
n,"chapeaux","chapeau"
n,"chasidim","chasid"
n,"chassidim","chassid"
n,"chateaux","chateau"
n,"chazanim","chazan"
n,"chedarim","cheder"
n,"chefs-d'ouvre","chef-d'ouvre"
n,"chelae","chela"
n,"chelicerae","chelicera"
n,"cherubim","cherub"
n,"chevaux-de-frise","cheval-de-frise"
n,"chiasmata","chiasma"
n,"chiasmi","chiasmus"
n,"children","child"
n,"chillies","chilli"
n,"chinese_eddoes","chinese_eddo"
n,"chitarroni","chitarrone"
n,"chlamydes","chlamys"
n,"chlamyses","chlamys"
n,"chondromata","chondroma"
n,"choragi","choragus"
n,"choriambi","choriambus"
n,"choux","chou"
n,"chromonemata","chromonema"
n,"chrysalides","chrysalis"
n,"chuvashes","chuvash"
n,"ciboria","ciborium"
n,"cicadae","cicada"
n,"cicale","cicala"
n,"cicatrices","cicatrix"
n,"ciceroni","cicerone"
n,"cicisbei","cicisbeo"
n,"cilia","cilium"
n,"cimices","cimex"
n,"cineraria","cinerarium"
n,"cingula","cingulum"
n,"cirri","cirrus"
n,"cirrocumuli","cirrocumulus"
n,"cirrostrati","cirrostratus"
n,"ciscoes","cisco"
n,"cisternae","cisterna"
n,"clani","clarino"
n,"clanos","clarino"
n,"claroes","claro"
n,"clepsydrae","clepsydra"
n,"clinandria","clinandrium"
n,"clingfishes","clingfish"
n,"clitella","clitellum"
n,"cloacae","cloaca"
n,"clostridia","clostridium"
n,"cloverleaves","cloverleaf"
n,"clypei","clypeus"
n,"coagula","coagulum"
n,"coalfishes","coalfish"
n,"cocci","coccus"
n,"coccyges","coccyx"
n,"cochleae","cochlea"
n,"codfishes","codfish"
n,"codices","codex"
n,"coelentera","coelenteron"
n,"coenuri","coenurus"
n,"cognomina","cognomen"
n,"cognosenti","cognosente"
n,"cola","colon"
n,"coleorhizae","coleorhiza"
n,"collegia","collegium"
n,"colloquia","colloquium"
n,"colluvia","colluvium"
n,"collyria","collyrium"
n,"colones","colon"
n,"colossi","colossus"
n,"columbaria","columbarium"
n,"columellae","columella"
n,"comae","coma"
n,"comatulae","comatula"
n,"comedones","comedo"
n,"comics","comic_strip"
n,"comics","comic"
n,"commandoes","commando"
n,"concertanti","concertante"
n,"concerti","concerto"
n,"concerti_grossi","concerto_grosso"
n,"concertini","concertino"
n,"conchae","concha"
n,"condottieri","condottiere"
n,"condylomata","condyloma"
n,"confervae","conferva"
n,"congii","congius"
n,"conidia","conidium"
n,"conjunctivae","conjunctiva"
n,"conquistadores","conquistador"
n,"consortia","consortium"
n,"contagia","contagium"
n,"continua","continuum"
n,"contralti","contralto"
n,"conversazioni","conversazione"
n,"convolvuli","convolvulus"
n,"cooks-general","cook-general"
n,"copulae","copula"
n,"corbiculae","corbicula"
n,"coria","corium"
n,"corneae","cornea"
n,"cornua","cornu"
n,"coronae","corona"
n,"corpora","corpus"
n,"corpora_lutea","corpus_luteum"
n,"corpora_striata","corpus_striatum"
n,"corrigenda","corrigendum"
n,"cortices","cortex"
n,"cortinae","cortina"
n,"corybantes","corybant"
n,"coryphaei","coryphaeus"
n,"costae","costa"
n,"cothurni","cothurnus"
n,"courts_martial","court_martial"
n,"couteaux","couteau"
n,"cowfishes","cowfish"
n,"coxae","coxa"
n,"cramboes","crambo"
n,"crania","cranium"
n,"crases","crasis"
n,"crawfishes","crawfish"
n,"crayfishes","crayfish"
n,"credenda","credendum"
n,"crematoria","crematorium"
n,"crescendi","crescendo"
n,"cribella","cribellum"
n,"crises","crisis"
n,"crissa","crissum"
n,"cristae","crista"
n,"criteria","criterion"
n,"cruces","crux"
n,"crura","crus"
n,"crusadoes","crusado"
n,"cruzadoes","cruzado"
n,"crying","cry"
n,"cryings","cry"
n,"ctenidia","ctenidium"
n,"cubicula","cubiculum"
n,"culices","culex"
n,"culpae","culpa"
n,"culs-de-sac","cul-de-sac"
n,"culti","cultus"
n,"cumuli","cumulus"
n,"cumulonimbi","cumulonimbus"
n,"cumulostrati","cumulostratus"
n,"curiae","curia"
n,"curricula","curriculum"
n,"custodes","custos"
n,"cutes","cutis"
n,"cuticulae","cuticula"
n,"cuttlefishes","cuttlefish"
n,"cyclopes","cyclops"
n,"cycloses","cyclosis"
n,"cylices","cylix"
n,"cylikes","cylix"
n,"cymae","cyma"
n,"cymatia","cymatium"
n,"cypselae","cypsela"
n,"cysticerci","cysticercus"
n,"dadoes","dado"
n,"dagoes","dago"
n,"damselfishes","damselfish"
n,"data","datum"
n,"daughters-in-law","daughter-in-law"
n,"daymio","daimio"
n,"daymios","daimio"
n,"dealfishes","dealfish"
n,"decemviri","decemvir"
n,"decennia","decennium"
n,"deciduae","decidua"
n,"definienda","definiendum"
n,"definientia","definiens"
n,"delphinia","delphinium"
n,"denarii","denarius"
n,"dentalia","dentalium"
n,"dermatoses","dermatosis"
n,"desiderata","desideratum"
n,"desperadoes","desperado"
n,"devilfishes","devilfish"
n,"diaereses","diaeresis"
n,"diaerses","diaeresis"
n,"diagnoses","diagnosis"
n,"dialyses","dialysis"
n,"diaphyses","diaphysis"
n,"diapophyses","diapophysis"
n,"diarthroses","diarthrosis"
n,"diastalses","diastalsis"
n,"diastases","diastasis"
n,"diastemata","diastema"
n,"diathses","diathesis"
n,"diazoes","diazo"
n,"dibbukkim","dibbuk"
n,"dichasia","dichasium"
n,"dicta","dictum"
n,"didoes","dido"
n,"diereses","dieresis"
n,"dieses","diesis"
n,"differentiae","differentia"
n,"dilettanti","dilettante"
n,"diluvia","diluvium"
n,"dingoes","dingo"
n,"diplococci","diplococcus"
n,"directors-general","director-general"
n,"disci","discus"
n,"discoboli","discobolos"
n,"discoboli","discobolus"
n,"dive","diva"
n,"diverticula","diverticulum"
n,"divertimenti","divertimento"
n,"djinn","djinni"
n,"djinn","djinny"
n,"dodoes","dodo"
n,"dogfishes","dogfish"
n,"dogmata","dogma"
n,"dogteeth","dogtooth"
n,"dollarfishes","dollarfish"
n,"domatia","domatium"
n,"dominoes","domino"
n,"dormice","dormouse"
n,"dorsa","dorsum"
n,"drachmae","drachma"
n,"drawknives","drawknife"
n,"drosophilae","drosophila"
n,"drumfishes","drumfish"
n,"dryades","dryad"
n,"dui","duo"
n,"duona","duodenum"
n,"duonas","duodenum"
n,"dupondii","dupondius"
n,"duumviri","duumvir"
n,"dwarves","dwarf"
n,"dybbukkim","dybbuk"
n,"ecchymoses","ecchymosis"
n,"ecclesiae","ecclesia"
n,"ecdyses","ecdysis"
n,"echidnae","echidna"
n,"echini","echinus"
n,"echinococci","echinococcus"
n,"echoes","echo"
n,"ectozoa","ectozoan"
n,"eddoes","eddo"
n,"edemata","edema"
n,"effluvia","effluvium"
n,"eidola","eidolon"
n,"eisegeses","eisegesis"
n,"eisteddfodau","eisteddfod"
n,"elenchi","elenchus"
n,"ellipses","ellipsis"
n,"eluvia","eluvium"
n,"elves","elf"
n,"elytra","elytron"
n,"elytra","elytrum"
n,"embargoes","embargo"
n,"emboli","embolus"
n,"emphases","emphasis"
n,"emporia","emporium"
n,"enarthroses","enarthrosis"
n,"encephala","encephalon"
n,"encephalitides","encephalitis"
n,"encephalomata","encephaloma"
n,"enchiridia","enchiridion"
n,"enchondromata","enchondroma"
n,"encomia","encomium"
n,"endamebae","endameba"
n,"endamoebae","endamoeba"
n,"endocardia","endocardium"
n,"endocrania","endocranium"
n,"endometria","endometrium"
n,"endostea","endosteum"
n,"endostoses","endostosis"
n,"endothecia","endothecium"
n,"endothelia","endothelium"
n,"endotheliomata","endothelioma"
n,"endozoa","endozoan"
n,"enemata","enema"
n,"enneahedra","enneahedron"
n,"entamebae","entameba"
n,"entamoebae","entamoeba"
n,"entases","entasis"
n,"entera","enteron"
n,"entia","ens"
n,"entozoa","entozoan"
n,"entozoa","entozoon"
n,"epencephala","epencephalon"
n,"epentheses","epenthesis"
n,"epexegeses","epexegesis"
n,"ephemera","ephemeron"
n,"ephemerae","ephemera"
n,"ephemerides","ephemeris"
n,"ephori","ephor"
n,"epicalyces","epicalyx"
n,"epicanthi","epicanthus"
n,"epicardia","epicardium"
n,"epicedia","epicedium"
n,"epicleses","epiclesis"
n,"epididymides","epididymis"
n,"epigastria","epigastrium"
n,"epiglottides","epiglottis"
n,"epimysia","epimysium"
n,"epiphenomena","epiphenomenon"
n,"epiphyses","epiphysis"
n,"episterna","episternum"
n,"epithalamia","epithalamion"
n,"epithalamia","epithalamium"
n,"epithelia","epithelium"
n,"epitheliomata","epithelioma"
n,"epizoa","epizoan"
n,"epizoa","epizoon"
n,"epyllia","epyllion"
n,"equilibria","equilibrium"
n,"equiseta","equisetum"
n,"eringoes","eringo"
n,"errata","erratum"
n,"eryngoes","eryngo"
n,"esophagi","esophagus"
n,"etyma","etymon"
n,"eucalypti","eucalyptus"
n,"eupatridae","eupatrid"
n,"euripi","euripus"
n,"exanthemata","exanthema"
n,"executrices","executrix"
n,"exegeses","exegesis"
n,"exempla","exemplum"
n,"exordia","exordium"
n,"exostoses","exostosis"
n,"extrema","extremum"
n,"eyeteeth","eyetooth"
n,"fabliaux","fabliau"
n,"faciae","facia"
n,"faculae","facula"
n,"faeroese","faeroese"
n,"fallfishes","fallfish"
n,"famuli","famulus"
n,"farmers-general","farmer-general"
n,"faroese","faroese"
n,"farragoes","farrago"
n,"fasciae","fascia"
n,"fasciculi","fasciculus"
n,"fathers-in-law","father-in-law"
n,"fatsoes","fatso"
n,"faunae","fauna"
n,"feculae","fecula"
n,"fedayeen","fedayee"
n,"feet","foot"
n,"fellaheen","fellah"
n,"fellahin","fellah"
n,"felones_de_se","felo_de_se"
n,"felos_de_se","felo_de_se"
n,"femora","femur"
n,"fenestellae","fenestella"
n,"fenestrae","fenestra"
n,"feriae","feria"
n,"fermate","fermata"
n,"ferulae","ferula"
n,"festschriften","festschrift"
n,"fetiales","fetial"
n,"fezzes","fez"
n,"fiascoes","fiasco"
n,"fibrillae","fibrilla"
n,"fibromata","fibroma"
n,"fibulae","fibula"
n,"ficoes","fico"
n,"fideicommissa","fideicommissum"
n,"fieldmice","fieldmouse"
n,"figs.","fig."
n,"fila","filum"
n,"filariiae","filaria"
n,"filefishes","filefish"
n,"fimbriae","fimbria"
n,"fishes","fish"
n,"fishwives","fishwife"
n,"fistulae","fistula"
n,"flabella","flabellum"
n,"flagella","flagellum"
n,"flagstaves","flagstaff"
n,"flambeaux","flambeau"
n,"flamines","flamen"
n,"flamingoes","flamingo"
n,"flatfeet","flatfoot"
n,"flatfishes","flatfish"
n,"fleurs-de-lis","fleur-de-lis"
n,"fleurs-de-lys","fleur-de-lys"
n,"flights_of_stairs","flight_of_stairs"
n,"flittermice","flittermouse"
n,"flocci","floccus"
n,"flocculi","flocculus"
n,"florae","flora"
n,"floreant.","floreat"
n,"florilegia","florilegium"
n,"flowers-de-luce","flower-de-luce"
n,"flyleaves","flyleaf"
n,"foci","focus"
n,"folia","folium"
n,"fora","forum"
n,"foramina","foramen"
n,"forceps","forceps"
n,"forefeet","forefoot"
n,"foreteeth","foretooth"
n,"formicaria","formicarium"
n,"formulae","formula"
n,"fornices","fornix"
n,"fortes","fortis"
n,"fossae","fossa"
n,"foveae","fovea"
n,"foveolae","foveola"
n,"fractocumuli","fractocumulus"
n,"fractostrati","fractostratus"
n,"fraena","fraenum"
n,"frauen","frau"
n,"frena","frenum"
n,"frenula","frenulum"
n,"frescoes","fresco"
n,"fricandeaux","fricandeau"
n,"fricandoes","fricando"
n,"frijoles","frijol"
n,"frogfishes","frogfish"
n,"frontes","frons"
n,"frusta","frustum"
n,"fuci","fucus"
n,"fulcra","fulcrum"
n,"fumatoria","fumatorium"
n,"fundi","fundus"
n,"fungi","fungus"
n,"funiculi","funiculus"
n,"furcula","furculum"
n,"furculae","furcula"
n,"furfures","furfur"
n,"galeae","galea"
n,"gambadoes","gambado"
n,"gametangia","gametangium"
n,"gametoecia","gametoecium"
n,"gammadia","gammadion"
n,"ganglia","ganglion"
n,"garfishes","garfish"
n,"gas","gas"
n,"gasses","gas"
n,"gastrulae","gastrula"
n,"gateaux","gateau"
n,"gazeboes","gazebo"
n,"geckoes","gecko"
n,"geese","goose"
n,"gelsemia","gelsemium"
n,"gemboks","gemsbok"
n,"gembucks","gemsbuck"
n,"gemeinschaften","gemeinschaft"
n,"gemmae","gemma"
n,"genera","genus"
n,"generatrices","generatrix"
n,"geneses","genesis"
n,"genii","genius"
n,"gentes","gens"
n,"gentlemen-at-arms","gentleman-at-arms"
n,"gentlemen-farmers","gentleman-farmer"
n,"genua","genu"
n,"genus","genus"
n,"germina","germen"
n,"gesellschaften","gesellschaft"
n,"gestalten","gestalt"
n,"ghettoes","ghetto"
n,"gingivae","gingiva"
n,"gingkoes","gingko"
n,"ginglymi","ginglymus"
n,"ginkgoes","ginkgo"
n,"gippoes","gippo"
n,"glabellae","glabella"
n,"gladioli","gladiolus"
n,"glandes","glans"
n,"gliomata","glioma"
n,"glissandi","glissando"
n,"globefishes","globefish"
n,"globigerinae","globigerina"
n,"glochidcia","glochidium"
n,"glochidia","glochidium"
n,"glomeruli","glomerulus"
n,"glossae","glossa"
n,"glottides","glottis"
n,"glutaei","glutaeus"
n,"glutei","gluteus"
n,"gnoses","gnosis"
n,"goatfishes","goatfish"
n,"goboes","gobo"
n,"godchildren","godchild"
n,"goes","go"
n,"goings-over","going-over"
n,"goldfishes","goldfish"
n,"gomphoses","gomphosis"
n,"gonia","gonion"
n,"gonidia","gonidium"
n,"gonococci","gonococcus"
n,"goodwives","goodwife"
n,"goosefishes","goosefish"
n,"gorgoneia","gorgoneion"
n,"gospopoda","gospodin"
n,"governors_general","governor_general"
n,"goyim","goy"
n,"gps","gps"
n,"grafen","graf"
n,"graffiti","graffito"
n,"grandchildren","grandchild"
n,"grants-in-aid","grant-in-aid"
n,"granulomata","granuloma"
n,"gravamina","gravamen"
n,"grig-gris","gris-gris"
n,"groszy","grosz"
n,"grottoes","grotto"
n,"guilder","guilde"
n,"guilders","guilde"
n,"guilders","guilder"
n,"guitarfishes","guitarfish"
n,"gummata","gumma"
n,"gurnard","gurnar"
n,"gurnards","gurnar"
n,"gurnards","gurnard"
n,"guttae","gutta"
n,"gymnasia","gymnasium"
n,"gynaecea","gynaeceum"
n,"gynaecia","gynaecium"
n,"gynecea","gynecium"
n,"gynecia","gynecium"
n,"gynoecea","gynoecium"
n,"gynoecia","gynoecium"
n,"gyri","gyrus"
n,"hadarim","heder"
n,"hadjes","hadj"
n,"haematolyses","haematolysis"
n,"haematomata","haematoma"
n,"haematozoa","haematozoon"
n,"haemodialyses","haemodialysis"
n,"haemolyses","haemolysis"
n,"haemoptyses","haemoptysis"
n,"haeredes","haeres"
n,"haftaroth","haftarah"
n,"hagfishes","hagfish"
n,"haggadas","haggada"
n,"haggadas","haggadah"
n,"haggadoth","haggada"
n,"hajjes","hajj"
n,"haleru","haler"
n,"halfpence","halfpenny"
n,"hallot","hallah"
n,"halloth","hallah"
n,"halluces","hallux"
n,"haloes","halo"
n,"halteres","halter"
n,"halteres","haltere"
n,"halves","half"
n,"hamuli","hamulus"
n,"hangers-on","hanger-on"
n,"haphtaroth","haphtarah"
n,"haredim","haredi"
n,"haruspices","haruspex"
n,"hasidim","hasid"
n,"hassidim","hassid"
n,"haustella","haustellum"
n,"haustoria","haustorium"
n,"hazzanim","hazzan"
n,"hectocotyli","hectocotylus"
n,"heirs-at-law","heir-at-law"
n,"heldentenore","heldentenor"
n,"helices","helix"
n,"heliozoa","heliozoan"
n,"hematolyses","hematolysis"
n,"hematomata","hematoma"
n,"hematozoa","hematozoon"
n,"hemelytra","hemelytron"
n,"hemielytra","hemielytron"
n,"hemodialyses","hemodialysis"
n,"hemolyses","hemolysis"
n,"hemoptyses","hemoptysis"
n,"hendecahedra","hendecahedron"
n,"hens-and-chickens","hen-and-chickens"
n,"heraclidae","heraclid"
n,"heraklidae","heraklid"
n,"herbaria","herbarium"
n,"hermae","herm"
n,"hermae","herma"
n,"hermai","herma"
n,"herniae","hernia"
n,"heroes","hero"
n,"herren","herr"
n,"hetaerae","hetaera"
n,"hetairai","hetaira"
n,"hibernacula","hibernaculum"
n,"hieracosphinges","hieracosphinx"
n,"hila","hilum"
n,"hili","hilus"
n,"himatia","himation"
n,"hippocampi","hippocampus"
n,"hippopotami","hippopotamus"
n,"his","his"
n,"hoboes","hobo"
n,"hogfishes","hogfish"
n,"homunculi","homunculus"
n,"honoraria","honorarium"
n,"hooves","hoof"
n,"horologia","horologium"
n,"houses_of_cards","house_of_cards"
n,"housewives","housewife"
n,"humeri","humerus"
n,"hydrae","hydra"
n,"hydromedusae","hydromedusa"
n,"hydrozoa","hydrozoan"
n,"hymenoptera","hymenopteran"
n,"hynia","hymenium"
n,"hyniums","hymenium"
n,"hypanthia","hypanthium"
n,"hyperostoses","hyperostosis"
n,"hyphae","hypha"
n,"hypnoses","hypnosis"
n,"hypochondria","hypochondrium"
n,"hypogastria","hypogastrium"
n,"hypogea","hypogeum"
n,"hypophyses","hypophysis"
n,"hypostases","hypostasis"
n,"hypothalami","hypothalamus"
n,"hypotheses","hypothesis"
n,"hyraces","hyrax"
n,"iambi","iamb"
n,"ibices","ibex"
n,"ibo","igbo"
n,"ichthyosauri","ichthyosaurus"
n,"ichthyosauruses","ichthyosaur"
n,"ichthyosauruses","ichthyosaurus"
n,"iconostases","iconostas"
n,"iconostases","iconostasis"
n,"icosahedra","icosahedron"
n,"ideata","ideatum"
n,"igorrorote","igorrote"
n,"ilia","ilium"
n,"imagines","imago"
n,"imagoes","imago"
n,"imperia","imperium"
n,"impies","impi"
n,"incubi","incubus"
n,"incudes","incus"
n,"indices","index"
n,"indigoes","indigo"
n,"indumenta","indumentum"
n,"indusia","indusium"
n,"infundibula","infundibulum"
n,"ingushes","ingush"
n,"innuendoes","innuendo"
n,"inocula","inoculum"
n,"inquisitors-general","inquisitor-general"
n,"insectaria","insectarium"
n,"insulae","insula"
n,"intagli","intaglio"
